model_name,precision,recall,f_score,score_by_label,losses
mode,100.0,100.0,100.0,"{'ANIMAL': {'p': 100.0, 'r': 100.0, 'f': 100.0}}","[203.74584711212228, 65.80348025289156, 76.7677988500346, 66.04828672525444, 79.02366305042611, 73.26842165465226, 76.87675602111506, 76.00067434642061, 72.17228190294581, 78.00000368603696]"
